experiment,exposure,outcome,site,n,estimate,ci_lo,ci_hi,p,note
E2C.2,cesd_positive,unrec_kidney,UW,99,1.2618,0.3227,4.9338,0.7382070234236389,
E2C.2,cesd_positive,unrec_kidney,UAB,115,0.2371,0.0566,0.9923,0.04876932250956885,
E2C.2,cesd_positive,unrec_kidney,UCSD,94,1.5872,0.3309,7.612,0.5635948386887943,
E2C.2,cesd_total,unrec_heart,UW,126,0.9054,0.5068,1.6173,0.7370182907293737,
E2C.2,cesd_total,unrec_heart,UAB,177,0.8994,0.6206,1.3036,0.575723601448709,
E2C.2,cesd_total,unrec_heart,UCSD,133,0.6084,0.3998,0.9256,0.020295332303404308,
E2C.2,cesd_positive,unrec_heart,UW,126,1.1471,0.3361,3.9155,0.8265622149555413,
E2C.2,cesd_positive,unrec_heart,UAB,177,0.6881,0.2838,1.6682,0.4080458715636893,
E2C.2,cesd_positive,unrec_heart,UCSD,133,0.2892,0.0915,0.9146,0.03469646876381268,
E2C.2,cesd_total,unrec_either,UW,185,1.0455,0.6621,1.651,0.8486196158020161,
E2C.2,cesd_total,unrec_either,UAB,231,0.8494,0.5951,1.2124,0.3686425089603209,
E2C.2,cesd_total,unrec_either,UCSD,187,0.6807,0.4692,0.9875,0.04271854060212939,
E2C.2,cesd_positive,unrec_either,UW,185,1.2208,0.4526,3.2935,0.6935162061336105,
E2C.2,cesd_positive,unrec_either,UAB,231,0.7344,0.3068,1.758,0.4882539887651137,
E2C.2,cesd_positive,unrec_either,UCSD,187,0.433,0.1639,1.1439,0.09128021123478938,
E2A.2,undiagnosed_range,abn_kidney,UW,548,3.1625,1.1418,8.7593,0.026755690252558997,
E2A.2,undiagnosed_range,abn_kidney,UAB,375,5.6363,1.789,17.7579,0.003143734319101583,
E2A.2,undiagnosed_range,abn_kidney,UCSD,382,3.9323,0.7273,21.2595,0.11178386232224556,
E2A.2,undiagnosed_range,abn_heart,UW,548,1.878,0.6088,5.7938,0.2728762072609058,
E2A.2,undiagnosed_range,abn_heart,UAB,375,2.9619,0.7975,11.0004,0.10481429587064454,
E2A.2,undiagnosed_range,abn_heart,UCSD,383,0.8195,0.0875,7.6792,0.8615828773202447,
E2A.2,undiagnosed_range,abn_nerve,UW,545,0.3326,0.0411,2.6945,0.3024022192686108,
E2A.2,undiagnosed_range,abn_nerve,UAB,375,0.9911,0.2101,4.6755,0.9909868553937035,
E2A.2,undiagnosed_range,abn_nerve,UCSD,382,2.7152,0.4328,17.0331,0.28635692885424335,
E2A.2,undiagnosed_range,abn_any,UW,545,2.2775,0.8774,5.9116,0.09079494515574481,
E2A.2,undiagnosed_range,abn_any,UAB,375,3.4551,1.1665,10.2337,0.025225492183202143,
E2A.2,undiagnosed_range,abn_any,UCSD,381,1.8557,0.3706,9.2918,0.4518817396387319,
E2A.2,undiagnosed_range,abn_multi,UW,545,1.2104,0.2326,6.2992,0.820510142932237,
E2A.2,undiagnosed_range,abn_multi,UAB,375,2.3305,0.4454,12.1942,0.31629848203630584,
E2A.2,undiagnosed_range,abn_multi,UCSD,381,1.9362,0.1659,22.5985,0.5981888027154989,
E2A.2,undiagnosed_range_cgm,abn_kidney,UW,542,2.8889,0.9837,8.4834,0.053588005193309494,
E2A.2,undiagnosed_range_cgm,abn_kidney,UAB,380,1.4013,0.3041,6.4573,0.6651725614170259,
E2A.2,undiagnosed_range_cgm,abn_kidney,UCSD,373,5.3898,1.517,19.1499,0.009208337425639363,
E2A.2,undiagnosed_range_cgm,abn_heart,UW,542,0.6518,0.1374,3.0919,0.590013118288861,
E2A.2,undiagnosed_range_cgm,abn_heart,UAB,380,0.8829,0.1787,4.3621,0.8785066210504444,
E2A.2,undiagnosed_range_cgm,abn_heart,UCSD,374,3.0381,0.8579,10.7592,0.08499961310340796,
E2A.2,undiagnosed_range_cgm,abn_nerve,UW,539,0.3673,0.045,2.9965,0.3497023539462495,
E2A.2,undiagnosed_range_cgm,abn_nerve,UAB,382,1.4518,0.3924,5.3719,0.5765253555358241,
E2A.2,undiagnosed_range_cgm,abn_nerve,UCSD,389,3.0296,0.8774,10.4612,0.07958154678086261,
E2A.2,undiagnosed_range_cgm,abn_any,UW,539,1.1498,0.4126,3.2046,0.7895192262371667,
E2A.2,undiagnosed_range_cgm,abn_any,UAB,380,1.1099,0.3651,3.3745,0.854190455928633,
E2A.2,undiagnosed_range_cgm,abn_any,UCSD,373,1.9978,0.589,6.7761,0.26676890809224885,
E2A.2,undiagnosed_range_cgm,abn_multi,UW,539,1.4197,0.2689,7.4966,0.6797365158551628,
E2A.2,undiagnosed_range_cgm,abn_multi,UAB,380,0.8629,0.1028,7.2406,0.8919312011430638,
E2A.2,undiagnosed_range_cgm,abn_multi,UCSD,373,7.3991,1.6155,33.889,0.009946109140736984,
E2A.2,insulin_at_target,abn_kidney,UW,58,0.8701,0.2647,2.8603,0.818786401948381,
E2A.2,insulin_at_target,abn_kidney,UAB,133,0.8114,0.3857,1.7069,0.581728512986676,
E2A.2,insulin_at_target,abn_kidney,UCSD,54,0.8114,0.2459,2.6766,0.7313925986906703,
E2A.2,insulin_at_target,abn_heart,UW,58,2.3882,0.7035,8.108,0.16272583658938977,
E2A.2,insulin_at_target,abn_heart,UAB,135,0.7688,0.3723,1.5875,0.4772692212043206,
E2A.2,insulin_at_target,abn_heart,UCSD,55,0.7335,0.2485,2.1652,0.5747269072337331,
E2A.2,insulin_at_target,abn_nerve,UW,58,0.7363,0.2226,2.4362,0.6161214458999175,
E2A.2,insulin_at_target,abn_nerve,UAB,134,1.2004,0.5301,2.718,0.6614153140278725,
E2A.2,insulin_at_target,abn_nerve,UCSD,52,0.1319,0.0254,0.6861,0.016047730520677705,
E2A.2,insulin_at_target,abn_any,UW,58,1.168,0.3452,3.9522,0.8027678585901947,
E2A.2,insulin_at_target,abn_any,UAB,133,0.6508,0.2977,1.4228,0.281768910762379,
E2A.2,insulin_at_target,abn_any,UCSD,51,0.5013,0.1574,1.5969,0.24274248132300147,
E2A.2,insulin_at_target,abn_multi,UW,58,1.2985,0.3942,4.2773,0.6676403454906147,
E2A.2,insulin_at_target,abn_multi,UAB,133,0.7362,0.3423,1.5836,0.4332689301407445,
E2A.2,insulin_at_target,abn_multi,UCSD,51,0.7075,0.1877,2.6666,0.6092589806334182,
