exposure,outcome,adjustment,exposure_label,outcome_label,family,scale,sd_unit,n,estimate,ci_lo,ci_hi,p,q,note
cesd_positive,abn_kidney,damage+hba1c,CES-D-10 screen-positive (>= 10),Kidney abnormal (ACR >= 30 mg/g),binomial,yes vs no,,2200,0.8399,0.6024,1.1711,0.3037037861303242,,
cesd_positive,abn_heart,unadjusted,CES-D-10 screen-positive (>= 10),Heart abnormal (hs-cTnT >= 14 ng/L),binomial,yes vs no,,2230,0.8798,0.6727,1.1506,0.34961428685568896,,
cesd_positive,abn_heart,damage,CES-D-10 screen-positive (>= 10),Heart abnormal (hs-cTnT >= 14 ng/L),binomial,yes vs no,,2230,0.9609,0.7095,1.3015,0.7968705694240164,0.8509307711957826,
cesd_positive,abn_heart,damage+hba1c,CES-D-10 screen-positive (>= 10),Heart abnormal (hs-cTnT >= 14 ng/L),binomial,yes vs no,,2208,0.9024,0.6612,1.2315,0.5173367716095874,,
cesd_positive,abn_nerve,unadjusted,CES-D-10 screen-positive (>= 10),Nerve abnormal (>= 2 insensate sites),binomial,yes vs no,,2265,1.214,0.9167,1.6077,0.17613145457035195,,
cesd_positive,abn_nerve,damage,CES-D-10 screen-positive (>= 10),Nerve abnormal (>= 2 insensate sites),binomial,yes vs no,,2265,1.4795,1.0947,1.9996,0.010809581925652421,0.04387599451835172,
cesd_positive,abn_nerve,damage+hba1c,CES-D-10 screen-positive (>= 10),Nerve abnormal (>= 2 insensate sites),binomial,yes vs no,,2200,1.3799,1.0075,1.89,0.04481167937612608,,
cesd_positive,abn_any,unadjusted,CES-D-10 screen-positive (>= 10),Any of the three organs abnormal,binomial,yes vs no,,2213,0.9649,0.7727,1.2048,0.7523188392804249,,
cesd_positive,abn_any,damage,CES-D-10 screen-positive (>= 10),Any of the three organs abnormal,binomial,yes vs no,,2213,1.0665,0.832,1.3671,0.6110661137560967,0.8509307711957826,
cesd_positive,abn_any,damage+hba1c,CES-D-10 screen-positive (>= 10),Any of the three organs abnormal,binomial,yes vs no,,2193,1.0371,0.8048,1.3364,0.7785338751769737,,
cesd_positive,abn_multi,unadjusted,CES-D-10 screen-positive (>= 10),Two or more organs abnormal,binomial,yes vs no,,2213,0.9416,0.6728,1.3176,0.7253756015363579,,
cesd_positive,abn_multi,damage,CES-D-10 screen-positive (>= 10),Two or more organs abnormal,binomial,yes vs no,,2213,1.0497,0.7242,1.5217,0.7977475979960462,0.8509307711957826,
cesd_positive,abn_multi,damage+hba1c,CES-D-10 screen-positive (>= 10),Two or more organs abnormal,binomial,yes vs no,,2193,0.9791,0.6683,1.4344,0.9135529164176267,,
cesd_positive,log_acr,unadjusted,CES-D-10 screen-positive (>= 10),log urine ACR (mg/g),gaussian,yes vs no,,2222,0.0487,-0.1528,0.2501,0.635882263978816,,
cesd_positive,log_acr,damage,CES-D-10 screen-positive (>= 10),log urine ACR (mg/g),gaussian,yes vs no,,2222,0.043,-0.1575,0.2435,0.6743734814903426,0.8509307711957826,
cesd_positive,log_acr,damage+hba1c,CES-D-10 screen-positive (>= 10),log urine ACR (mg/g),gaussian,yes vs no,,2200,-0.0093,-0.2091,0.1905,0.9273996365129575,,
cesd_positive,log_troponin,unadjusted,CES-D-10 screen-positive (>= 10),log hs-cTnT (ng/L),gaussian,yes vs no,,2230,-0.0047,-0.062,0.0526,0.8714917225178339,,
cesd_positive,log_troponin,damage,CES-D-10 screen-positive (>= 10),log hs-cTnT (ng/L),gaussian,yes vs no,,2230,0.0329,-0.0185,0.0842,0.21008649684896183,0.6722767899166778,
cesd_positive,log_troponin,damage+hba1c,CES-D-10 screen-positive (>= 10),log hs-cTnT (ng/L),gaussian,yes vs no,,2208,0.0129,-0.0381,0.0638,0.6204738741227553,,
cesd_positive,monofilament_missed,unadjusted,CES-D-10 screen-positive (>= 10),"Insensate sites, worse foot (0-10)",gaussian,yes vs no,,2265,0.1702,-0.03,0.3704,0.0957111509390935,,
cesd_positive,monofilament_missed,damage,CES-D-10 screen-positive (>= 10),"Insensate sites, worse foot (0-10)",gaussian,yes vs no,,2265,0.2568,0.059,0.4546,0.01096899862958793,0.04387599451835172,
cesd_positive,monofilament_missed,damage+hba1c,CES-D-10 screen-positive (>= 10),"Insensate sites, worse foot (0-10)",gaussian,yes vs no,,2200,0.1962,-0.0047,0.3972,0.055652902566093884,,
